timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW,split,dust_load_kg_h,condition_cluster,C_out_missing_flag,C_out_cap50_flag,C_out_exact_flag
2024-05-01 08:32:00,128.4,42.54,486316,58.0,59.0,49.9,48.4,205,221,392,390,50.0,1843.8,train,20687.88264,3,0,1,0
2024-05-01 08:33:00,131.3,40.88,493677,60.8,59.4,48.7,50.5,235,217,395,414,50.0,1854.2,train,20181.51576,3,0,1,0
2024-05-01 08:34:00,131.1,41.72,489711,57.3,60.4,49.0,49.7,212,219,426,382,49.59,1850.6,train,20430.74292,3,0,0,1
2024-05-01 08:35:00,130.6,45.06,491052,58.1,58.4,51.7,49.7,202,216,386,408,50.0,1868.2,train,22126.80312,3,0,1,0
2024-05-01 08:36:00,128.4,44.44,491075,58.8,61.9,51.6,50.4,236,232,410,385,49.7,1882.2,train,21823.373,3,0,0,1
2024-05-01 08:37:00,128.8,40.75,494183,61.3,63.0,48.8,49.1,200,228,423,382,49.85,1913.9,train,20137.95725,3,0,0,1
2024-05-01 08:38:00,129.8,43.46,489440,63.0,56.3,51.3,48.1,230,206,404,389,50.0,1868.9,train,21271.062400000003,3,0,1,0
2024-05-01 08:39:00,130.3,45.1,490034,59.0,63.9,51.4,50.9,199,200,395,406,49.5,1967.8,train,22100.533400000004,3,0,0,1
2024-05-01 08:40:00,128.5,39.06,496701,62.9,61.8,51.3,49.4,200,203,405,386,49.33,1980.0,train,19401.14106,3,0,0,1
2024-05-01 08:41:00,129.6,44.61,481898,60.3,60.7,49.4,49.1,220,213,393,409,49.0,1882.2,train,21497.46978,3,0,0,1
2024-05-01 08:42:00,129.7,41.6,480400,60.7,59.1,49.8,49.3,207,220,388,399,50.0,1882.1,train,19984.64,3,0,1,0
2024-05-01 08:43:00,131.3,44.7,477786,60.1,60.6,48.6,47.9,221,217,415,385,49.96,1855.9,train,21357.0342,3,0,0,1
2024-05-01 08:44:00,130.5,41.38,488764,59.8,62.0,53.8,46.5,239,225,414,396,50.0,1867.3,train,20225.05432,3,0,1,0
2024-05-01 08:45:00,127.1,38.79,472497,61.1,65.5,49.9,47.9,216,217,395,408,50.0,1932.6,train,18328.15863,3,0,1,0
2024-05-01 08:46:00,129.0,39.24,491051,61.7,64.6,49.0,49.6,237,237,393,414,49.68,1887.6,train,19268.84124,3,0,0,1
2024-05-01 08:47:00,128.0,43.44,486508,58.5,57.2,50.1,49.0,222,224,402,408,50.0,1811.9,train,21133.90752,3,0,1,0
2024-05-01 08:48:00,130.2,43.99,496485,59.9,59.8,49.7,47.0,229,218,398,410,50.0,1831.7,train,21840.375150000003,3,0,1,0
2024-05-01 08:49:00,130.7,41.09,482059,63.6,60.4,53.3,46.3,189,200,389,399,49.81,1981.6,train,19807.804310000003,3,0,0,1
2024-05-01 08:50:00,129.5,44.96,485834,60.6,62.9,49.1,46.7,225,222,381,394,49.92,1881.6,train,21843.09664,3,0,0,1
2024-05-01 08:51:00,129.0,39.22,496465,60.8,60.1,50.7,48.8,223,224,381,397,50.0,1867.9,train,19471.3573,3,0,1,0
2024-05-01 08:52:00,129.5,43.22,498578,62.6,58.8,48.9,52.3,213,209,385,416,50.0,1914.3,train,21548.54116,3,0,1,0
2024-05-01 08:53:00,129.7,40.37,482098,59.3,60.4,45.8,46.7,240,204,387,389,49.71,1800.4,train,19462.29626,3,0,0,1
2024-05-01 08:54:00,128.4,41.78,489019,60.2,59.5,49.2,50.6,212,231,402,400,49.55,1863.1,train,20431.21382,3,0,0,1
2024-05-01 08:55:00,127.6,43.54,489946,61.9,62.2,50.9,46.4,198,206,389,404,49.98,1934.4,train,21332.24884,3,0,0,1
2024-05-01 08:56:00,126.3,41.29,490606,62.8,65.1,49.4,50.7,227,220,390,396,49.71,1944.2,train,20257.12174,3,0,0,1
2024-05-01 08:57:00,131.3,42.49,485541,55.6,62.1,46.8,47.8,201,218,384,415,50.0,1826.7,train,20630.63709,3,0,1,0
2024-05-01 08:58:00,130.2,45.98,497918,58.8,62.2,52.3,49.0,219,223,384,404,50.0,1897.6,train,22894.26964,3,0,1,0
2024-05-01 08:59:00,130.0,42.03,472575,58.3,62.8,46.8,50.6,234,206,384,402,50.0,1873.7,train,19862.32725,3,0,1,0
2024-05-01 09:00:00,131.3,45.58,484349,60.0,61.2,47.6,49.3,224,216,398,402,50.0,1854.3,train,22076.62742,3,0,1,0
2024-05-01 09:01:00,127.6,40.67,491326,58.5,59.5,46.9,49.6,215,206,412,413,50.0,1836.3,train,19982.228420000003,3,0,1,0
2024-05-01 09:02:00,126.9,44.84,491425,61.6,59.7,47.1,49.4,214,219,417,394,49.73,1869.0,train,22035.497,3,0,0,1
2024-05-01 09:03:00,130.0,47.13,498614,60.7,62.5,49.3,52.9,233,224,400,391,50.0,1894.2,train,23499.67782,3,0,1,0
2024-05-01 09:04:00,129.9,37.36,497403,62.1,60.9,50.4,46.6,203,229,412,405,50.0,1877.5,train,18582.97608,3,0,1,0
2024-05-01 09:05:00,126.9,41.56,485557,62.2,58.4,48.0,48.9,227,236,390,406,50.0,1839.5,train,20179.74892,3,0,1,0
2024-05-01 09:06:00,130.0,45.0,498265,61.7,62.9,50.3,49.2,244,215,406,406,50.0,1900.1,train,22421.925,3,0,1,0
2024-05-01 09:07:00,128.9,43.06,482177,59.7,58.8,50.7,47.4,224,215,389,371,49.94,1851.5,train,20762.54162,3,0,0,1
2024-05-01 09:08:00,128.3,44.51,495361,60.5,58.1,48.5,50.8,215,233,404,399,50.0,1840.6,train,22048.51811,3,0,1,0
2024-05-01 09:09:00,129.0,42.09,502422,59.4,58.6,46.2,48.3,216,225,389,400,49.8,1801.5,train,21146.94198,3,0,0,1
2024-05-01 09:10:00,125.9,43.82,497681,57.6,60.9,52.2,50.8,212,233,390,408,50.0,1869.9,train,21808.38142,3,0,1,0
2024-05-01 09:11:00,128.6,43.23,488831,62.2,62.3,47.8,49.4,210,241,399,386,49.73,1898.0,train,21132.16413,3,0,0,1
2024-05-01 09:12:00,128.5,46.55,485354,60.2,60.9,44.8,48.5,219,208,419,407,49.13,1831.1,train,22593.2287,3,0,0,1
2024-05-01 09:13:00,130.4,44.28,475803,57.3,59.2,48.4,52.6,226,228,410,392,50.0,1812.5,train,21068.55684,3,0,1,0
2024-05-01 09:14:00,129.3,44.5,490540,61.4,58.7,50.4,45.5,237,211,391,399,50.0,1833.1,train,21829.03,3,0,1,0
2024-05-01 09:15:00,130.5,42.64,479157,59.9,61.9,50.7,50.4,195,237,387,416,49.37,1925.6,train,20431.25448,3,0,0,1
2024-05-01 09:16:00,125.7,42.46,481756,56.2,60.2,46.9,52.0,189,204,390,402,49.89,1876.7,train,20455.359760000003,3,0,0,1
2024-05-01 09:17:00,128.3,42.61,478598,57.6,61.0,45.5,46.2,238,229,407,402,49.93,1756.8,train,20393.06078,3,0,0,1
2024-05-01 09:18:00,130.4,44.69,484464,59.0,60.1,49.8,49.1,219,211,402,406,50.0,1862.2,train,21650.69616,3,0,1,0
2024-05-01 09:19:00,129.1,42.66,487946,60.8,61.0,50.2,50.1,219,225,407,408,50.0,1886.2,train,20815.77636,3,0,1,0
2024-05-01 09:20:00,130.9,44.45,490381,62.0,61.2,51.4,47.5,224,233,393,367,49.96,1883.6,train,21797.435450000004,3,0,0,1
2024-05-01 09:21:00,126.9,48.93,483410,61.9,65.2,51.2,50.3,216,210,404,410,49.93,1975.1,train,23653.2513,3,0,0,1
2024-05-01 09:22:00,130.7,45.93,496791,61.6,61.2,49.5,52.1,242,200,403,415,50.0,1907.5,train,22817.61063,3,0,1,0
2024-05-01 09:23:00,128.7,42.95,486593,60.3,59.6,47.4,50.7,224,215,415,401,50.0,1858.5,train,20899.16935,3,0,1,0
2024-05-01 09:24:00,128.5,46.78,481979,63.8,60.7,48.2,53.0,213,213,418,378,49.56,1939.8,train,22546.97762,3,0,0,1
2024-05-01 09:25:00,131.1,42.77,490113,61.8,58.5,48.7,47.1,214,203,410,391,50.0,1867.7,train,20962.13301,3,0,1,0
2024-05-01 09:26:00,131.4,38.71,504032,60.8,58.5,47.4,48.8,216,194,415,386,49.95,1857.8,train,19511.07872,3,0,0,1
2024-05-01 09:27:00,131.2,41.29,491027,61.5,62.9,51.4,46.2,209,233,399,400,49.9,1904.1,train,20274.50483,3,0,0,1
2024-05-01 09:28:00,132.7,39.15,485464,59.6,61.0,51.3,48.3,238,236,391,401,50.0,1840.2,train,19005.9156,3,0,1,0
2024-05-01 09:29:00,131.6,42.96,476168,60.3,62.7,46.4,50.2,220,211,399,413,49.89,1877.1,train,20456.17728,3,0,0,1
2024-05-01 09:30:00,128.5,43.89,486654,56.3,57.2,48.6,49.8,204,215,398,416,49.84,1805.8,train,21359.24406,3,0,0,1
2024-05-01 09:31:00,129.9,48.05,490309,59.6,58.5,53.4,48.1,223,228,397,430,50.0,1835.3,train,23559.34745,3,0,1,0
2024-05-01 09:32:00,129.1,44.69,485350,63.9,61.0,51.6,49.0,236,228,400,391,50.0,1906.4,train,21690.2915,3,0,1,0
2024-05-01 09:33:00,132.7,43.34,475149,60.7,58.8,49.6,45.3,231,240,398,400,50.0,1785.9,train,20592.95766,3,0,1,0
2024-05-01 09:34:00,131.3,45.97,481688,60.6,57.6,51.4,49.3,209,226,394,400,49.9,1863.3,train,22143.19736,3,0,0,1
2024-05-01 09:35:00,129.4,38.38,500149,62.4,58.3,52.5,52.3,205,206,398,392,49.77,1964.0,train,19195.71862,3,0,0,1
2024-05-01 09:36:00,131.0,44.51,500005,61.2,59.8,49.4,46.1,235,228,409,403,49.93,1809.2,train,22255.22255,3,0,0,1
2024-05-01 09:37:00,127.9,45.86,481460,58.9,61.3,46.5,49.2,199,210,389,409,50.0,1878.6,train,22079.7556,3,0,1,0
2024-05-01 09:38:00,130.1,40.25,493955,60.5,63.9,51.0,52.0,223,218,416,427,50.0,1926.4,train,19881.68875,3,0,1,0
2024-05-01 09:39:00,128.3,46.81,479164,58.2,58.3,51.1,47.2,212,232,413,407,49.93,1807.1,train,22429.66684,3,0,0,1
2024-05-01 09:40:00,127.2,44.81,499847,60.8,58.5,47.2,48.8,234,208,401,387,49.93,1832.5,train,22398.14407,3,0,0,1
2024-05-01 09:41:00,130.9,42.94,490594,58.8,57.6,49.8,51.6,206,218,371,384,49.64,1878.8,train,21066.10636,3,0,0,1
2024-05-01 09:42:00,131.1,45.57,496249,62.3,61.6,47.7,54.4,209,204,374,390,50.0,1970.3,train,22614.06693,3,0,1,0
2024-05-01 09:43:00,130.4,49.68,474950,59.4,60.7,46.0,49.8,226,207,401,408,49.57,1845.5,train,23595.516,3,0,0,1
2024-05-01 09:44:00,129.5,44.47,494111,58.8,58.5,49.7,49.9,228,212,408,401,50.0,1843.7,train,21973.11617,3,0,1,0
2024-05-01 09:45:00,127.9,44.64,488648,60.3,58.8,52.2,46.9,235,238,421,384,50.0,1814.9,train,21813.24672,3,0,1,0
2024-05-01 09:46:00,128.0,42.89,495544,61.2,60.2,49.9,50.0,224,219,395,390,50.0,1896.0,train,21253.88216,3,0,1,0
2024-05-01 09:47:00,128.3,41.92,496066,58.1,60.3,49.6,48.6,223,250,394,413,50.0,1803.7,train,20795.086720000003,3,0,1,0
2024-05-01 09:48:00,129.4,46.13,489292,59.4,58.4,46.6,49.9,231,230,385,415,50.0,1794.6,train,22571.03996,3,0,1,0
2024-05-01 09:49:00,131.4,41.93,483978,60.7,60.8,50.5,50.2,202,230,407,374,50.0,1914.7,train,20293.19754,3,0,1,0
2024-05-01 09:50:00,131.4,44.26,495040,63.2,57.7,48.2,48.8,208,205,400,403,49.69,1891.7,train,21910.4704,3,0,0,1
2024-05-01 09:51:00,127.3,42.9,488340,55.4,60.6,47.7,51.9,203,217,394,410,50.0,1841.4,train,20949.786,3,0,1,0
2024-05-01 09:52:00,128.8,45.3,481857,61.7,60.1,51.0,50.4,186,205,400,396,50.0,1974.5,train,21828.1221,3,0,1,0
2024-05-01 09:53:00,128.7,44.95,481496,59.7,61.3,46.8,47.8,229,215,399,412,50.0,1833.1,train,21643.2452,3,0,1,0
2024-05-01 09:54:00,126.0,46.72,477057,59.5,62.9,48.8,46.8,236,213,412,421,49.21,1827.9,train,22288.10304,3,0,0,1
2024-05-01 09:55:00,130.7,42.86,484810,59.2,59.8,47.0,52.2,225,218,395,412,49.49,1851.7,train,20778.9566,3,0,0,1
2024-05-01 09:56:00,129.5,43.47,497731,59.8,60.5,48.7,51.5,223,229,400,405,49.72,1864.6,train,21636.36657,3,0,0,1
2024-05-01 09:57:00,129.7,41.71,490350,61.8,56.6,44.9,49.8,220,215,410,390,49.37,1811.6,train,20452.4985,3,0,0,1
2024-05-01 09:58:00,131.9,43.06,484706,59.5,64.5,50.4,46.7,219,229,397,421,48.84,1873.8,train,20871.44036,3,0,0,1
2024-05-01 09:59:00,130.0,45.13,495401,63.8,56.8,50.1,48.7,239,201,391,389,50.0,1885.8,train,22357.447130000004,3,0,1,0
2024-05-01 10:00:00,129.2,46.09,482319,61.8,60.4,53.6,50.3,237,224,385,407,50.0,1914.2,train,22230.08271,3,0,1,0
2024-05-01 10:01:00,130.7,41.9,489758,60.9,55.4,49.8,47.4,212,213,388,393,50.0,1831.7,train,20520.8602,3,0,1,0
2024-05-01 10:02:00,131.5,46.39,487575,60.2,58.9,47.5,53.1,232,222,392,388,49.92,1854.7,train,22618.60425,3,0,0,1
2024-05-01 10:03:00,130.3,47.62,495262,62.9,64.0,51.3,46.9,233,229,412,416,49.91,1899.0,train,23584.37644,3,0,0,1
2024-05-01 10:04:00,130.9,45.27,476428,63.2,62.8,51.2,46.9,227,201,391,417,50.0,1937.0,train,21567.89556,3,0,1,0
2024-05-01 10:05:00,129.7,48.94,482260,58.2,62.5,51.9,49.7,223,236,398,387,50.0,1868.7,train,23601.8044,3,0,1,0
2024-05-01 10:06:00,129.8,42.33,475972,59.2,60.2,45.4,51.8,223,216,388,406,50.0,1856.3,train,20147.89476,3,0,1,0
2024-05-01 10:07:00,130.1,41.16,487017,61.8,63.9,47.9,44.2,201,241,401,399,49.93,1864.9,train,20045.61972,3,0,0,1
2024-05-01 10:08:00,128.8,39.84,498801,62.4,61.1,47.5,47.6,200,220,404,386,50.0,1881.3,train,19872.23184,3,0,1,0
2024-05-01 10:09:00,129.1,48.03,485082,60.0,62.0,52.4,43.8,228,235,405,390,50.0,1827.4,train,23298.48846,3,0,1,0
2024-05-01 10:10:00,132.0,45.94,485056,59.1,65.9,50.9,51.9,206,220,421,396,50.0,1962.4,train,22283.47264,3,0,1,0
2024-05-01 10:11:00,133.0,44.18,496130,60.7,62.8,51.6,47.6,202,222,400,403,49.74,1921.5,train,21919.0234,3,0,0,1
2024-05-01 10:12:00,132.3,45.03,497720,63.5,60.5,47.1,52.6,194,220,404,425,49.88,1930.6,train,22412.3316,3,0,0,1
2024-05-01 10:13:00,128.0,41.52,488479,60.7,61.6,49.6,45.9,213,216,394,413,50.0,1857.4,train,20281.648080000003,3,0,1,0
2024-05-01 10:14:00,127.8,50.46,494680,58.1,63.4,46.1,47.2,223,216,426,403,49.79,1823.9,train,24961.5528,3,0,0,1
2024-05-01 10:15:00,128.2,44.68,480602,60.8,61.8,47.1,48.6,224,222,411,399,49.94,1854.4,train,21473.29736,3,0,0,1
2024-05-01 10:16:00,130.2,44.64,500256,62.2,62.2,49.6,50.2,229,225,411,381,50.0,1894.7,train,22331.42784,3,0,1,0
2024-05-01 10:17:00,125.8,46.2,506436,60.4,63.2,49.8,49.4,214,222,414,393,,1916.8,train,23397.343200000003,3,1,0,0
2024-05-01 10:18:00,129.1,45.59,493431,63.1,65.7,50.1,48.0,220,225,409,414,49.35,1932.5,train,22495.519290000004,3,0,0,1
2024-05-01 10:19:00,132.1,44.96,472601,62.3,58.7,48.0,44.4,229,201,414,412,50.0,1834.2,train,21248.14096,3,0,1,0
2024-05-01 10:20:00,131.5,42.44,484824,60.5,62.0,50.2,48.8,225,230,398,385,50.0,1876.3,train,20575.93056,3,0,1,0
2024-05-01 10:21:00,129.3,45.6,494206,60.7,61.5,49.3,48.9,212,210,428,397,49.75,1888.6,train,22535.7936,3,0,0,1
2024-05-01 10:22:00,129.4,49.14,485946,56.9,59.9,52.5,48.3,223,199,382,385,50.0,1876.6,train,23879.38644,3,0,1,0
2024-05-01 10:23:00,130.9,47.81,499509,63.0,59.3,48.5,52.0,195,241,397,409,50.0,1918.2,train,23881.52529,3,0,1,0
2024-05-01 10:24:00,131.4,48.44,494051,60.0,63.9,45.7,48.8,219,236,421,405,49.94,1835.0,train,23931.83044,3,0,0,1
2024-05-01 10:25:00,129.2,43.19,483707,59.8,58.6,50.6,52.2,212,219,399,383,49.96,1898.1,train,20891.30533,3,0,0,1
2024-05-01 10:26:00,129.7,42.0,489630,59.5,57.8,50.0,50.3,237,232,409,408,50.0,1810.4,train,20564.46,3,0,1,0
2024-05-01 10:27:00,129.2,44.17,482235,61.6,59.5,47.6,50.4,207,215,395,411,50.0,1887.9,train,21300.31995,3,0,1,0
2024-05-01 10:28:00,128.1,44.64,487938,58.4,57.1,48.7,51.1,220,213,406,410,50.0,1822.0,train,21781.55232,3,0,1,0
2024-05-01 10:29:00,129.7,47.25,484975,58.7,59.0,49.7,50.1,214,212,396,398,49.83,1866.2,train,22915.06875,3,0,0,1
2024-05-01 10:30:00,129.6,40.29,498822,60.5,58.5,48.6,48.6,212,211,415,408,50.0,1848.6,train,20097.53838,3,0,1,0
2024-05-01 10:31:00,128.2,48.36,506365,59.4,60.8,47.1,50.3,224,216,404,412,49.89,1837.2,train,24487.8114,3,0,0,1
2024-05-01 10:32:00,131.1,44.15,478000,61.3,63.6,49.0,51.1,214,211,380,375,50.0,1963.2,train,21103.7,3,0,1,0
2024-05-01 10:33:00,130.8,43.49,474076,59.5,59.5,51.1,50.4,241,185,391,408,49.84,1899.7,train,20617.565240000004,3,0,0,1
2024-05-01 10:34:00,131.1,42.03,487513,63.9,62.4,48.6,46.4,195,217,389,378,49.8,1936.2,train,20490.17139,3,0,0,1
2024-05-01 10:35:00,129.0,40.44,477339,62.1,62.2,49.8,51.0,227,208,418,395,49.98,1921.2,train,19303.58916,3,0,0,1
2024-05-01 10:36:00,127.1,46.64,489868,62.0,56.2,49.0,50.8,218,223,386,398,50.0,1849.6,train,22847.44352,3,0,1,0
2024-05-01 10:37:00,130.8,44.78,495502,59.5,59.6,46.9,51.1,219,216,398,408,50.0,1838.1,train,22188.57956,3,0,1,0
2024-05-01 10:38:00,129.1,41.38,501475,65.5,59.9,49.2,48.7,223,227,426,400,49.52,1891.6,train,20751.0355,3,0,0,1
2024-05-01 10:39:00,128.8,41.38,491145,59.8,61.5,48.5,47.9,231,219,416,409,49.91,1843.7,train,20323.580100000003,3,0,0,1
2024-05-01 10:40:00,128.3,43.79,488000,59.3,61.8,50.9,49.3,222,204,391,395,49.63,1900.9,train,21369.52,3,0,0,1
2024-05-01 10:41:00,129.7,48.81,473729,62.1,61.4,51.8,51.2,231,204,390,409,50.0,1947.4,train,23122.71249,3,0,1,0
2024-05-01 10:42:00,132.5,44.0,489777,61.1,58.9,51.1,46.5,220,204,389,407,50.0,1866.4,train,21550.188,3,0,1,0
2024-05-01 10:43:00,129.4,40.9,490149,59.1,59.4,47.9,49.4,207,209,403,404,49.73,1862.1,train,20047.0941,3,0,0,1
2024-05-01 10:44:00,128.5,44.05,494701,65.1,57.7,47.1,45.4,218,211,395,397,50.0,1841.6,train,21791.57905,3,0,1,0
2024-05-01 10:45:00,131.2,44.0,483932,62.7,60.8,46.4,46.5,233,230,404,398,49.82,1823.9,train,21293.008,3,0,0,1
2024-05-01 10:46:00,130.4,37.95,486130,60.7,60.0,49.7,51.6,214,222,405,400,50.0,1886.5,train,18448.6335,3,0,1,0
2024-05-01 10:47:00,127.0,44.56,477797,65.5,61.8,48.0,49.9,206,197,401,392,50.0,1974.2,train,21290.63432,3,0,1,0
2024-05-01 10:48:00,131.2,44.13,471301,62.3,62.1,47.2,47.1,227,209,403,400,49.84,1872.0,train,20798.513130000003,3,0,0,1
2024-05-01 10:49:00,133.4,46.46,480773,60.7,60.1,53.3,50.7,223,219,402,405,49.91,1911.7,train,22336.713580000003,3,0,0,1
2024-05-01 10:50:00,126.3,49.35,477089,65.3,61.3,50.4,48.2,210,207,392,402,49.78,1958.7,train,23544.342150000004,3,0,0,1
2024-05-01 10:51:00,128.4,47.56,492355,62.1,60.3,50.1,50.2,217,220,384,388,49.89,1917.8,train,23416.4038,3,0,0,1
2024-05-01 10:52:00,125.9,44.08,485526,62.0,58.5,50.0,50.3,217,209,402,398,50.0,1893.3,train,21401.98608,3,0,1,0
2024-05-01 10:53:00,130.1,41.99,485375,60.0,59.1,52.6,50.7,219,218,392,402,49.77,1904.7,train,20380.89625,3,0,0,1
2024-05-01 10:54:00,131.7,51.2,481815,60.8,56.2,49.1,51.2,227,213,413,396,50.0,1830.4,train,24668.928,3,0,1,0
2024-05-01 10:55:00,130.4,44.93,463839,59.9,60.0,50.6,49.0,215,221,386,404,50.0,1875.6,train,20840.28627,3,0,1,0
2024-05-01 10:56:00,132.3,44.83,501775,63.6,59.6,51.2,48.9,228,237,397,395,49.77,1867.5,train,22494.57325,3,0,0,1
2024-05-01 10:57:00,131.5,44.74,481716,57.5,58.6,53.1,52.1,213,230,403,403,50.0,1865.7,train,21551.97384,3,0,1,0
2024-05-01 10:58:00,132.8,45.31,486427,63.5,62.4,49.4,47.7,239,207,416,409,50.0,1895.5,train,22040.00737,3,0,1,0
2024-05-01 10:59:00,132.0,44.46,478096,59.0,61.8,51.9,50.4,240,250,396,397,50.0,1849.3,train,21256.14816,3,0,1,0
2024-05-01 11:00:00,129.7,43.4,497519,60.7,61.9,45.8,48.1,209,234,403,406,49.67,1840.6,train,21592.3246,3,0,0,1
2024-05-01 11:01:00,130.4,43.47,490900,60.2,62.2,53.6,49.5,205,211,409,415,50.0,1949.9,train,21339.423,3,0,1,0
2024-05-01 11:02:00,129.0,44.77,483150,59.7,60.8,50.3,53.0,231,209,410,399,50.0,1892.0,train,21630.6255,3,0,1,0
2024-05-01 11:03:00,129.9,43.5,486631,62.2,60.8,50.9,47.0,223,224,406,409,49.97,1876.0,train,21168.4485,3,0,0,1
2024-05-01 11:04:00,130.4,43.09,503202,60.8,62.4,46.8,46.5,226,228,423,394,49.81,1831.0,train,21682.974180000005,3,0,0,1
2024-05-01 11:05:00,130.2,45.15,489201,59.5,62.1,46.7,52.2,212,241,396,404,49.82,1871.0,train,22087.42515,3,0,0,1
2024-05-01 11:06:00,132.3,44.25,488339,61.1,62.8,48.1,49.9,218,226,422,397,49.7,1887.6,train,21609.00075,3,0,0,1
2024-05-01 11:07:00,129.8,48.66,482269,59.4,60.7,49.5,48.0,215,212,410,379,50.0,1868.5,train,23467.20954,3,0,1,0
2024-05-01 11:08:00,128.9,38.28,474651,59.7,58.8,48.9,49.2,223,214,404,419,50.0,1832.0,train,18169.64028,3,0,1,0
2024-05-01 11:09:00,129.0,47.65,488535,57.8,61.3,48.6,49.0,205,227,405,397,49.84,1858.0,train,23278.69275,3,0,0,1
2024-05-01 11:10:00,131.3,48.04,492426,59.9,59.7,49.0,48.9,218,204,413,407,49.75,1861.3,train,23656.14504,3,0,0,1
2024-05-01 11:11:00,128.2,39.76,498626,61.8,62.1,44.8,52.1,205,238,393,399,50.0,1907.5,train,19825.36976,3,0,1,0
2024-05-01 11:12:00,130.1,44.09,471848,60.9,61.4,50.3,47.6,213,213,403,389,50.0,1899.7,train,20803.77832,3,0,1,0
2024-05-01 11:13:00,132.4,44.03,480842,64.5,60.9,49.1,49.0,219,231,398,416,49.46,1904.7,train,21171.47326,3,0,0,1
2024-05-01 11:14:00,130.8,41.45,485204,66.1,60.0,51.3,47.3,226,234,421,409,50.0,1889.1,train,20111.7058,3,0,1,0
2024-05-01 11:15:00,130.3,43.03,489828,59.9,62.8,48.5,49.0,227,256,394,391,49.91,1840.2,train,21077.29884,3,0,0,1
2024-05-01 11:16:00,130.3,42.21,488702,59.2,62.7,48.7,48.1,229,216,425,411,50.0,1839.3,train,20628.11142,3,0,1,0
2024-05-01 11:17:00,128.8,49.38,488895,63.1,59.7,49.8,50.1,202,216,396,421,50.0,1927.7,train,24141.635100000003,3,0,1,0
2024-05-01 11:18:00,129.1,47.35,493139,61.5,58.4,50.8,49.2,235,216,385,405,49.89,1864.4,train,23350.131650000003,3,0,0,1
2024-05-01 11:19:00,130.1,48.2,482654,63.1,61.2,51.7,50.6,212,222,391,413,49.57,1942.6,train,23263.9228,3,0,0,1
2024-05-01 11:20:00,130.8,46.83,497359,61.6,63.2,49.4,52.1,213,212,391,418,50.0,1941.9,train,23291.32197,3,0,1,0
2024-05-01 11:21:00,131.8,42.21,493359,60.5,58.3,50.3,47.1,223,234,421,392,49.9,1809.4,train,20824.68339,3,0,0,1
2024-05-01 11:22:00,130.6,43.73,487339,60.5,61.8,49.5,49.7,216,232,385,409,49.54,1876.1,train,21311.33447,3,0,0,1
2024-05-01 11:23:00,132.5,46.28,502710,61.7,59.2,48.9,46.3,224,217,405,385,49.56,1840.3,train,23265.4188,3,0,0,1
2024-05-01 11:24:00,132.8,42.01,502359,60.4,58.8,45.6,49.6,226,211,419,401,49.98,1821.7,train,21104.10159,3,0,0,1
2024-05-01 11:25:00,131.6,46.86,497376,63.3,62.7,49.9,50.6,211,215,435,395,49.97,1956.4,train,23307.03936,3,0,0,1
2024-05-01 11:26:00,132.3,44.48,465769,58.3,62.2,47.6,48.8,218,214,400,396,49.93,1848.7,train,20717.40512,3,0,0,1
2024-05-01 11:27:00,129.0,44.16,502554,63.3,60.6,51.2,50.2,218,226,403,392,50.0,1920.8,train,22192.78464,3,0,1,0
2024-05-01 11:28:00,128.7,46.88,496285,57.1,62.5,47.7,50.1,231,222,388,391,50.0,1846.6,train,23265.8408,3,0,1,0
2024-05-01 11:29:00,131.2,46.22,505983,61.2,62.2,48.3,50.6,214,230,397,388,49.76,1906.1,train,23386.53426,3,0,0,1
2024-05-01 11:30:00,128.5,44.22,499836,60.2,57.9,47.8,47.1,214,238,428,382,49.95,1796.0,train,22102.74792,3,0,0,1
2024-05-01 11:31:00,130.0,48.03,502567,57.9,61.1,50.5,51.6,208,224,412,397,50.0,1879.4,train,24138.29301,3,0,1,0
2024-05-01 11:32:00,131.6,42.44,496974,56.8,63.7,48.9,48.8,209,227,416,385,49.87,1869.6,train,21091.57656,3,0,0,1
2024-05-01 11:33:00,132.6,46.69,500738,58.7,61.8,50.6,46.2,204,249,409,393,49.84,1841.5,train,23379.45722,3,0,0,1
2024-05-01 11:34:00,130.1,46.64,505905,61.0,55.7,44.1,47.6,212,227,415,390,49.8,1774.9,train,23595.4092,3,0,0,1
2024-05-01 11:35:00,129.5,44.39,491688,59.7,58.8,53.5,47.0,239,214,425,384,50.0,1843.3,train,21826.03032,3,0,1,0
2024-05-01 11:36:00,131.0,45.99,477381,58.8,62.9,47.5,48.4,228,219,396,405,50.0,1849.4,train,21954.752190000003,3,0,1,0
2024-05-01 11:37:00,128.9,42.06,487503,63.6,59.8,51.0,47.8,235,200,411,403,50.0,1894.1,train,20504.37618,3,0,1,0
2024-05-01 11:38:00,130.3,47.51,493085,58.5,63.2,50.5,46.4,209,227,393,405,49.98,1872.8,train,23426.46835,3,0,0,1
2024-05-01 11:39:00,130.5,44.74,490568,62.3,65.0,50.9,46.1,197,213,377,402,50.0,1962.2,train,21948.01232,3,0,1,0
2024-05-01 11:40:00,130.5,43.91,479999,59.1,60.4,47.9,49.4,224,209,405,409,50.0,1844.6,train,21076.75609,3,0,1,0
